pl_name,hostname,sy_snum,sy_pnum,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_insol,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,st_age,sy_dist,sy_vmag,sy_jmag,st_lum_linear,snr_proxy,distance_penalty,transit_depth_norm,obs_duration_norm,detectability,spectral_class,star_O,star_B,star_A,star_F,star_G,star_K,star_M,star_Unknown,priority_score,_hz_factor_diag,_esi_diag,_rocky_diag
BD+48 740 b,BD+48 740,1,1,2018.0,Radial Velocity,13.5,540.311,1.21,733.0,1.7,0.76,88.74,492.9602860118715,,,,98.461,4534.0,10.33,1.09,1.64,-0.13,2.48,3.98,666.589,8.69,6.385,43.65158322401658,0.0,0.0012736225975249953,0.0,0.01865671641787564,0.00038208677925749855,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4439882746672086,0.1
BD+49 828 b,BD+49 828,1,1,2015.0,Radial Velocity,13.5,508.5,1.14,2590.0,4.2,0.35,88.74,293.2766443551688,,,,98.461,4943.0,7.6,1.52,1.47,-0.19,2.85,2.34,442.042,9.381,7.246,29.512092266663856,0.0,0.012029178968434895,0.0,0.01865671641787564,0.003608753690530468,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4673967000806634,0.1
BD+55 362 b,BD+55 362,1,1,2021.0,Radial Velocity,14.0,228.83645304,0.458,265.59,0.78,0.27,0.6012,236.95684119640143,,,,98.461,5012.0,0.896193,0.909,-0.31295,0.18,4.09,3.98,52.5697,9.38,7.826,0.4864632086142346,0.0,0.591143193935933,0.0,0.01865671641787564,0.17734295818077989,K,0,0,0,0,0,1,0,0,0.3185797441762566,0.6212412599122272,0.3411458295090873,0.1
BD+60 1417 b,BD+60 1417,1,1,2021.0,Imaging,14.68376472,4767.426105,8.27,11.17931605,1662.0,0.0,88.74,1303.0,,,,98.461,4993.0,0.797,1.0,0.35595,0.0205,4.5539,0.1,44.9543,9.374,7.823,2.2696035390779317,0.0,0.6379196142812095,0.0,0.01865671641787564,0.19137588428436283,K,0,0,0,0,0,1,0,0,0.0,0.0,0.49268105285289376,0.1
BD+63 1405 b,BD+63 1405,1,1,2021.0,Radial Velocity,12.4,3305.4154328,9.53,1198.48,2.06,0.88,5.974,137.83661151913972,,,,98.461,5000.0,0.804724,0.816,-0.41295,-0.09,4.2,3.98,38.0473,8.96,7.303,0.38641146175685487,0.0,0.683538019253553,0.0,0.01865671641787564,0.20506140577606588,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5635034014726209,0.1
BD-06 1339 c,BD-06 1339,1,2,2013.0,Radial Velocity,8.38,53.0,0.495,125.94,0.435,0.31,88.74,239.5632381662442,,,,98.461,4324.0,0.686355,0.7,-1.022,-0.14,4.74,4.4,20.2695,9.7,7.128,0.09506047936562814,0.0,0.8165272442602467,0.0,0.01865671641787564,0.244958173278074,K,0,0,0,0,0,1,0,0,0.39656110416949747,0.9189145108858597,0.3831446815611572,0.1
BD-08 2823 c,BD-08 2823,1,2,2009.0,Radial Velocity,12.5,104.0,0.293,237.6,0.68,0.19,88.74,213.89821924260616,,,,98.461,4746.0,0.71,0.74,-0.62597,-0.07,4.13,4.5,41.3342,9.86,7.96,0.23660831350734268,0.0,0.661436033018044,0.0,0.01865671641787564,0.1984308099054132,K,0,0,0,0,0,1,0,0,0.38229918844107136,0.9471604767676108,0.2957726154808216,0.1
BD-10 3166 b,BD-10 3166,1,1,2000.0,Radial Velocity,14.1,187.5197,0.368,3.48777,0.04,0.02,88.74,1134.5557413450258,,,2451705.963,98.461,5393.0,0.91,1.47,-0.1912,0.38,4.69,0.25,84.4069,10.013,8.611,0.6438726829014613,0.0,0.4299574623308017,0.0,0.01865671641787564,0.1289872386992405,G,0,0,0,0,1,0,0,0,0.0,0.0,0.26278585711350216,0.1
BD-11 4672 b,BD-11 4672,1,2,2014.0,Radial Velocity,14.1,206.5895,0.405,1634.0,2.36,0.05,88.74,104.42645649659768,,,,98.461,4550.0,0.639,0.651,-0.8041,-0.35,4.642,7.4,27.1665,10.03,7.651,0.15700012565614901,0.0,0.762109525021624,0.0,0.01865671641787564,0.22863285750648718,K,0,0,0,0,0,1,0,0,0.0,0.0,0.2891839512783358,0.1
BD-11 4672 c,BD-11 4672,1,2,2020.0,Radial Velocity,4.04,15.37,1.28,74.2,0.3,0.4,88.74,292.8909249008836,,,,98.461,4550.0,0.639,0.651,-0.8041,-0.35,4.642,7.4,27.1665,10.03,7.651,0.15700012565614901,0.0,0.762109525021624,0.0,0.01865671641787564,0.22863285750648718,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5911101524361527,0.1
BD-13 2130 b,BD-13 2130,1,1,2007.0,Radial Velocity,12.5,3108.3774,8.75,714.29999,1.66,0.21,88.74,681.2329048708328,,,,98.461,4545.0,19.17,2.12,2.04268,-0.08,2.2,0.74,925.214,10.038,7.94,110.32654043476094,0.0,9.59061930455402e-05,0.0,0.01865671641787564,2.877185791366206e-05,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5621591627120028,0.1
BD-14 3065 b,BD-14 3065 A,3,1,2024.0,Transit,21.59,3932.0,2.15,4.2889731,0.0656,0.066,80.78,2001.0,0.649,3.086,2459313.48578,646.761,6935.0,2.35,1.41,1.06,-0.34,3.85,2.24,589.423,11.1,10.143,11.481536214968829,0.9994076228978144,0.0027552971052384368,0.011456310679591427,0.05757462686556422,0.08807165463037403,F,0,0,0,1,0,0,0,0,0.0,0.0,0.37204367205187977,0.1
BD-17 63 b,BD-17 63,1,1,2008.0,Radial Velocity,12.8,1639.99458012,4.3,655.57,1.34,0.5439,80.0,154.5104139172797,,,,98.461,4714.0,0.74,0.741,-0.678,-0.03,4.26,4.3,34.4603,9.62,7.574,0.2098939883623524,0.0,0.708501572766464,0.0,0.01865671641787564,0.2125504718299392,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6078044914204609,0.1
BD-210397 b,BD-210397,1,2,2023.0,Radial Velocity,14.0,214.0,0.429,1891.0,2.63,0.1,88.74,95.22465040656623,,,,0.02,4051.0,0.747,0.679,-0.86967,0.12,4.67,6.2,23.7324,9.84,7.296,0.13499882857222514,0.0,0.7887356962483946,0.0,0.01865671641787564,0.23662070887451836,K,0,0,0,0,0,1,0,0,0.0,0.0,0.290449148579802,0.1
BD-210397 c,BD-210397,1,2,2023.0,Radial Velocity,12.9,1525.5763536,3.91,6240.0,5.9,0.43,33.0,63.57717922641679,,,,0.0039,4051.0,0.747,0.69,-0.86967,0.12,4.67,4.0,23.7324,9.84,7.296,0.13499882857222514,0.0,0.7887356962483946,0.0,0.01865671641787564,0.23662070887451836,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5105583832101221,0.1
BEBOP-3 b,BEBOP-3,2,1,2025.0,Radial Velocity,14.2,177.34825111,0.34,547.0,1.444,0.247,88.74,263.31715281044814,,,,98.461,6033.0,1.414,1.083,0.38321,-0.02,4.203,3.98,119.052,9.259,8.157,2.416629095737508,0.0,0.3040631101329759,0.0,0.01865671641787564,0.09121893303989276,F,0,0,0,1,0,0,0,0,0.17252121816679045,0.18874670754003509,0.3122583917295628,0.1
Barnard b,Barnard's star,1,4,2024.0,Radial Velocity,0.72,0.299,4.4,3.1542,0.0229,0.03,88.74,438.0,,,2460139.204,6.76,3195.0,0.185,0.162,-2.44977,-0.56,4.9,3.98,1.82655,9.54,5.244,0.0035500134624448284,0.0,0.9819003032175346,0.0,0.01865671641787564,0.2945700909652604,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8778215803774725,1.0
Barnard c,Barnard's star,1,4,2025.0,Radial Velocity,0.743,0.335,4.49,4.1244,0.0274,0.08,88.74,400.0,,,,98.461,3195.0,0.185,0.162,-2.44977,-0.56,4.9,3.98,1.82655,9.54,5.244,0.0035500134624448284,0.0,0.9819003032175346,0.0,0.01865671641787564,0.2945700909652604,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8955492565762442,1.0
Barnard d,Barnard's star,1,4,2025.0,Radial Velocity,0.694,0.263,4.32,2.3402,0.0188,0.04,88.74,483.0,,,,98.461,3195.0,0.185,0.162,-2.44977,-0.56,4.9,3.98,1.82655,9.54,5.244,0.0035500134624448284,0.0,0.9819003032175346,0.0,0.01865671641787564,0.2945700909652604,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8589081445014816,1.0
Barnard e,Barnard's star,1,4,2025.0,Radial Velocity,0.637,0.193,4.1,6.7392,0.0381,0.04,88.74,340.0,,,,98.461,3195.0,0.185,0.162,-2.44977,-0.56,4.9,3.98,1.82655,9.54,5.244,0.0035500134624448284,0.0,0.9819003032175346,0.0,0.01865671641787564,0.2945700909652604,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8828683863221604,1.0
CD Cet b,CD Cet,1,1,2020.0,Radial Velocity,1.82,3.95,3.6,2.2907,0.0185,0.0,87.48,464.0,,,,8.6,3130.0,0.175,0.161,-2.53254,0.13,4.93,3.0,8.60715,13.95,8.775,0.0029339992601925993,0.0,0.9175286255780484,0.0,0.01865671641787564,0.2752585876734145,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8092787973744722,0.85
CD-35 2722 b,CD-35 2722,1,1,2011.0,Imaging,17.37392009,9375.9380065,9.82,11.17931605,67.0,0.0,88.74,1800.0,,,,98.461,3689.0,0.558549,0.4,-1.26481,-0.16,4.24,0.1,22.3896,11.041,7.92,0.05434880507105319,0.0,0.7993982674661856,0.0,0.01865671641787564,0.23981948023985566,M,0,0,0,0,0,0,1,0,0.0,0.0,0.4319666330389739,0.1
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,2011.0,Imaging,12.4,3337.1,9.62,10037.5,2.6,0.0,88.74,370.0,,,,98.461,580.5,0.958,0.021,,0.0205,4.725,3.98,23.1,13.364,11.698,0.8545549614803012,0.0,0.7937394660352427,0.0,0.01865671641787564,0.2381218398105728,M,0,0,0,0,0,0,1,0,0.0,0.0,0.6033229689262343,0.1
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,2020.0,Imaging,20.8487041,2479.0615746,1.5,8040000.0,200.0,0.0,88.74,1800.0,,,,98.461,2320.0,0.245,0.0147,-2.85,0.0205,3.845,0.003,360.8355,13.364,16.775,0.001412537544622754,0.0,0.02664323517980235,0.0,0.01865671641787564,0.007992970553940704,M,0,0,0,0,0,0,1,0,0.0,0.0,0.3472345998421981,0.1
CI Tau c,CI Tau,1,1,2024.0,Radial Velocity,13.0,1144.1822652,2.86,25.2,0.17,0.58,88.74,558.5229485643862,,,,98.461,3807.0,1.880857,0.9,-0.25458,0.0205,4.45124,0.0025,157.998,13.642,9.48,0.5564421243897812,0.0,0.20597921774804287,0.0,0.01865671641787564,0.06179376532441286,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5512571635411964,0.1
COCONUTS-2 b,COCONUTS-2 A,1,1,2021.0,Imaging,12.57647635,2383.7130525,6.58,402000000.0,7506.0,0.0,88.74,493.0,,,,98.461,3552.0,0.366,0.4,-1.719,0.0,4.91,0.414,10.8864,11.298,7.406,0.019098532585662378,0.0,0.8968523811283541,0.0,0.01865671641787564,0.2690557143385062,M,0,0,0,0,0,0,1,0,0.0,0.0,0.626376322600439,0.1
CT Cha b,CT Cha,1,1,2007.0,Imaging,24.66,5403.0,1.98,11.17931605,440.0,0.0,88.74,2600.0,,,,98.461,4403.0,1.679694,0.954,-0.10177,-0.56,3.66,0.002,190.72,12.335,9.715,0.7910974780094829,0.0,0.14849559269520143,0.0,0.01865671641787564,0.04454867780856043,K,0,0,0,0,0,1,0,0,0.0,0.0,0.33669673350704676,0.1
CoRoT-1 b,CoRoT-1,1,1,2008.0,Transit,16.7,327.35,0.38,1.5089557,0.02752,0.0,85.1,1898.0,1.92654,2.373,2454159.4532,2852.63,5950.0,1.11,0.95,0.29793,-0.3,4.25,1.6,787.909,13.623,12.462,1.9857748224761653,0.3073455289154735,0.00037857740551921023,0.03400776699023123,0.044272388059618896,0.0330407744832229,G,0,0,0,0,1,0,0,0,0.0,0.0,0.23313739731200891,0.1
CoRoT-10 b,CoRoT-10,1,1,2010.0,Transit,10.87,874.0,3.7,13.2406,0.1055,0.53,88.55,600.0,1.61036,2.98,2454273.3436,16.1089,5075.0,0.79,0.89,-0.72608,0.26,4.65,3.0,338.386,15.293,12.527,0.18789706657349484,0.2711634223767479,0.03391628488000796,0.02842647837594276,0.0555970149252694,0.0389101995060774,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5959478522561401,0.1
CoRoT-11 b,CoRoT-11,1,1,2010.0,Transit,16.03,740.51,0.99,2.99433,0.0436,0.0,83.17,1657.0,1.1449,2.5009,2454597.679,1890.649,6440.0,1.37,1.27,0.37753,-0.03,4.22,2.0,655.037,12.897,11.589,2.385228555525889,0.41900163596584344,0.0014295865534158408,0.020210061782841644,0.04665858208946519,0.040087769538045444,F,0,0,0,1,0,0,0,0,0.0,0.0,0.3278697136729195,0.1
CoRoT-12 b,CoRoT-12,1,1,2010.0,Transit,16.14,291.438,0.411,2.828042,0.04016,0.07,85.48,1442.0,1.744,2.57424,2454398.62707,661.1334,5675.0,1.116,1.078,0.07,0.16,4.375,6.3,1126.37,15.588,14.024,1.1748975549395295,0.0687497301361081,1.2830312790703055e-05,0.03078552515440285,0.04802686567155219,0.012004967039387592,G,0,0,0,0,1,0,0,0,0.0,0.0,0.2542772036138266,0.1
CoRoT-13 b,CoRoT-13,1,1,2010.0,Transit,9.92,415.704,2.34,4.03519,0.051,0.0,88.02,1700.0,1.18504723,3.14,2454790.8091,546.5339,5945.0,1.01,1.09,0.07314,0.01,4.46,1.635,1148.93,15.005,13.71,1.18342298474004,0.0688970272532208,1.0239067571188717e-05,0.020918750750183724,0.05858208955212951,0.01004335565237617,G,0,0,0,0,1,0,0,0,0.0,0.0,0.45101089728536325,0.1
CoRoT-14 b,CoRoT-14,1,1,2010.0,Transit,12.22,2415.4,7.3,1.51214,0.027,0.0,79.6,1952.0,,1.662,2454787.6694,98.461,6035.0,1.21,1.13,0.11884,0.05,4.35,4.2,1744.6,15.932,14.321,1.3147403747032786,0.0,2.650320944912184e-08,0.0,0.03100746268650931,7.95096283473655e-09,F,0,0,0,1,0,0,0,0,0.0,0.0,0.48228237719298445,0.1
CoRoT-16 b,CoRoT-16,1,1,2011.0,Transit,13.11,170.032,0.44,5.35227,0.0618,0.33,85.01,1093.5342957415749,1.02,2.39,2454923.9138,98.461,5650.0,1.19,1.098,-0.43496,0.19,4.36,6.73,732.409,16.052,13.496,0.367316130005969,0.06300849730838214,0.0006594594985833474,0.018005295675166805,0.04458955223872278,0.0091548812375666,G,0,0,0,0,1,0,0,0,0.0,0.0,0.28441821916814725,0.1
CoRoT-17 b,CoRoT-17,1,1,2011.0,Transit,11.43,772.29,2.82,3.7681,0.0461,0.0,88.34,1626.0,0.44,4.72001,2454923.3093,98.461,5740.0,1.59,1.04,0.13421,0.0,4.4,10.7,1176.12,16.29,13.174,1.3621031585222851,0.05138355357832374,7.801457365427464e-06,0.007766990291248425,0.0880598880595372,0.005923554196246166,G,0,0,0,0,1,0,0,0,0.0,0.0,0.46457752358992305,0.1
CoRoT-18 b,CoRoT-18,1,1,2011.0,Transit,14.68,1102.82,2.2,1.9000693,0.0295,0.08,86.5,1550.0,2.57170086,2.387,2455321.72412,823.7009,5440.0,1.0,0.95,-0.17,-0.1,4.4,0.6,764.889,14.868,13.441,0.6760829753919817,0.16701160882089977,0.00047657283138100894,0.04539630820821642,0.04453358208946915,0.023418914654995793,G,0,0,0,0,1,0,0,0,0.0,0.0,0.42219480198020687,0.1
CoRoT-19 b,CoRoT-19,1,1,2011.0,Transit,14.46,352.78,0.71,3.89713,0.0518,0.047,88.0,2000.0,0.63127463,4.7,2455257.44102,1103.809,6090.0,1.65,1.21,0.544,-0.02,4.07,5.0,790.663,14.135,12.324,3.499451670283573,0.1609412110527778,0.0003682936411761259,0.011143418005276004,0.0876865671640155,0.016019843807072817,F,0,0,0,1,0,0,0,0,0.0,0.0,0.2900978723110135,0.1
CoRoT-2 b,CoRoT-2,2,1,2008.0,Transit,16.432,1102.82,1.47,1.7429935,0.02798,0.0143,88.08,1521.0,2.75,2.26704,2454237.53556,932.9076,5625.0,0.906,0.96,-0.13055,0.04,4.53,2.7,213.283,12.516,10.783,0.7403720240646964,2.01308579953597,0.11850145974021456,0.04854368932030266,0.042295522387980795,0.21637983891506668,G,0,0,0,0,1,0,0,0,0.0,0.0,0.37267234821525125,0.1
CoRoT-20 b,CoRoT-20,1,2,2011.0,Transit,9.41556,1366.669,8.87,9.24285,0.09,0.59,88.21,1024.0,1.0879977,2.2248,2455266.0001,180.8704,5880.0,1.02,1.14,0.17,0.14,4.35,0.1,844.061,14.63,12.991,1.4791083881682074,0.10324605471866016,0.00021591839987776618,0.019205608120001404,0.04150746268648972,0.012682241079714697,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5486315331767283,0.1
CoRoT-20 c,CoRoT-20,1,2,2018.0,Radial Velocity,12.2,5403.11,16.4,1675.0,2.9,0.6,88.74,153.80948927777524,,,,98.461,5880.0,1.02,1.14,0.17,0.14,4.35,0.1,844.061,14.63,12.991,1.4791083881682074,0.0,0.00021591839987776618,0.0,0.01865671641787564,6.477551996332985e-05,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5026384171299201,0.1
CoRoT-21 b,CoRoT-21,1,1,2012.0,Transit,14.5717,718.2958,1.36,2.72474,0.0417,0.0,86.8,1870.017560317364,,4.76,2454399.0282,98.461,6200.0,1.95,1.29,0.705,0.0,3.7,4.1,1398.83419686,16.058,14.34,5.069907082747043,0.0,8.412794336546122e-07,0.0,0.08880597014908805,2.523838300963836e-07,F,0,0,0,1,0,0,0,0,0.0,0.0,0.35741539185002363,0.1
CoRoT-22 b,CoRoT-22,1,1,2014.0,Transit,4.88,12.2,0.249,9.75598,0.092,0.077,89.749,885.0,,4.492,2454598.42014,98.461,5939.0,1.136,1.099,0.01352,0.17,4.361,3.3,627.158,13.82,12.414,1.031620586229288,0.0,0.0018892412226847522,0.0,0.08380597014909737,0.0005667723668054257,G,0,0,0,0,1,0,0,0,0.0,0.0,0.28815752548675827,0.1
CoRoT-23 b,CoRoT-23,1,1,2011.0,Transit,11.77,889.9,3.0,3.6313,0.048,0.16,85.7,1660.0,,3.888,2455308.939,98.461,5900.0,1.61,1.14,0.08678,0.05,4.3,7.2,1060.97,15.675,12.944,1.2211808914120448,0.0,2.4675492829930223e-05,0.0,0.07253731343270048,7.402647848979067e-06,G,0,0,0,0,1,0,0,0,0.0,0.0,0.4670055113252815,0.1
CoRoT-24 b,CoRoT-24,1,2,2014.0,Transit,3.7,5.7,0.9,5.1134,0.056,0.0,86.5,1070.0,,2.85,2454789.611,98.461,4950.0,0.86,0.91,-0.60148,0.3,4.55,11.0,591.555,15.383,13.595,0.250334092883883,0.0,0.002697175944060574,0.0,0.05317164179094557,0.0008091527832181722,K,0,0,0,0,0,1,0,0,0.0,0.0,0.44231614359466487,0.1
CoRoT-24 c,CoRoT-24,1,2,2014.0,Transit,5.0,28.0,1.3,11.759,0.098,0.0,89.0,850.0,,4.8,2454795.3803,98.461,4950.0,0.86,0.91,-0.60148,0.3,4.55,11.0,591.555,15.383,13.595,0.250334092883883,0.0,0.002697175944060574,0.0,0.08955223880580307,0.0008091527832181722,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4910021011079352,0.1
CoRoT-25 b,CoRoT-25,1,1,2013.0,Transit,12.11,85.81,0.15,4.86069,0.0578,0.0,84.5,1330.0,,1.92,2454576.2156,98.461,6040.0,1.19,1.09,0.14101,-0.01,4.31,4.5,1103.48,14.79,13.3,1.3835982371317541,0.0,1.613047851688979e-05,0.0,0.035820895522321226,4.839143555066937e-06,F,0,0,0,1,0,0,0,0,0.0,0.0,0.1927761893873981,0.1
CoRoT-26 b,CoRoT-26,1,1,2013.0,Transit,14.12,165.26,0.28,4.20474,0.0526,0.0,86.8,1600.0,,5.47,2454573.6299,98.461,5590.0,1.79,1.09,0.451,0.01,3.99,8.6,1045.18,15.861,13.813,2.8248799749157074,0.0,2.8896213274352435e-05,0.0,0.10205223880577974,8.66886398230573e-06,G,0,0,0,0,1,0,0,0,0.0,0.0,0.2242902060544665,0.1
CoRoT-27 b,CoRoT-27,1,1,2014.0,Transit,11.287,3302.11,12.6,3.57532,0.0476,0.065,86.7,1500.0,,2.77,2455748.684,98.461,5900.0,1.08,1.05,-0.16641,-0.1,4.4,4.21,1010.28,15.774,13.571,0.681694829521614,0.0,4.096469335233509e-05,0.0,0.051679104477515524,1.2289408005700526e-05,G,0,0,0,0,1,0,0,0,0.0,0.0,0.4555807909752885,0.1
CoRoT-28 b,CoRoT-28,1,1,2015.0,Transit,10.704595,153.82972,0.69,5.20851,0.0603,0.047,88.1,1234.1367679829077,,5.7,2455755.8466,98.461,5150.0,1.78,1.01,0.38849,0.15,3.6,12.0,766.183,13.783,11.601,2.4461889498206966,0.0,0.00047044570693352306,0.0,0.10634328358189114,0.0001411337120800569,K,0,0,0,0,0,1,0,0,0.0,0.0,0.3333340484614072,0.1
CoRoT-29 b,CoRoT-29,1,1,2015.0,Transit,10.0881,270.1555,1.45,2.85057,0.0386,0.082,87.3,1120.2580248624897,,2.19,2455753.115,98.461,5260.0,0.9,0.97,-0.09414,0.2,4.3,4.5,806.507,15.408,13.565,0.8051188597058986,0.0,0.00031432910997870216,0.0,0.04085820895514765,9.429873299361064e-05,G,0,0,0,0,1,0,0,0,0.0,0.0,0.42890290515075785,0.1
CoRoT-3 b,CoRoT-3,1,1,2008.0,Transit,11.32,6883.91,26.4,4.2568,0.05783,0.0,85.9,1695.0,0.4398,3.384,2454283.1383,98.461,6740.0,1.56,1.37,0.39086,0.14,4.22,2.2,768.771,13.448,11.936,2.459574603163548,0.1360098627025168,0.00045842676793273726,0.00776345984111604,0.06313432835809116,0.013251623840950851,F,0,0,0,1,0,0,0,0,0.0,0.0,0.363186793157817,0.1
CoRoT-30 b,CoRoT-30,1,1,2020.0,Transit,11.309881,921.707,3.45,9.06005,0.0844,0.007,90.0,818.2813212886675,,,2455665.5146,98.461,5650.0,0.91,0.98,-0.19653,0.02,4.4,3.0,1032.23,15.571,14.019,0.6360188686927997,0.0,3.289137804630354e-05,0.0,0.01865671641787564,9.867413413891061e-06,G,0,0,0,0,1,0,0,0,0.0,0.0,0.553805564612216,0.1
CoRoT-31 b,CoRoT-31,1,1,2020.0,Transit,16.36514,266.9772,0.33,4.62941,0.0586,0.02,83.2,1522.8249886259723,,,2455843.9445,98.461,5700.0,2.15,1.25,0.39778,0.0,3.85,4.7,2005.76,15.479,13.908,2.499079085700836,0.0,1.9457856660976494e-09,0.0,0.01865671641787564,5.837356998292948e-10,G,0,0,0,0,1,0,0,0,0.0,0.0,0.23320351124775443,0.1
CoRoT-32 b,CoRoT-32,1,1,2018.0,Transit,6.38913,47.6745,1.1,6.71837,0.071,0.0,89.0,938.0,0.29,2.496,2455901.811,132.26,5970.0,0.79,1.08,-0.1549,0.0,4.67,3.98,576.683,13.626,12.519,0.700003159130897,0.045021533995057456,0.0031296628371269937,0.005119152691959189,0.046567164179017594,0.005789746973227698,G,0,0,0,0,1,0,0,0,0.0,0.0,0.44166082977987364,0.1
CoRoT-35 b,CoRoT-35,1,1,2022.0,Transit,18.83108758,349.6112477,0.29,3.22748,0.0429,0.0,84.1,1747.0,1.257,4.19,2456074.2415,98.461,6390.0,1.65,1.01,0.36247,-0.5,4.01,6.1,1123.21,15.635,13.43,2.303933820448763,0.10925524346964269,1.324222460557957e-05,0.022188879082043794,0.07817164179089893,0.013728898448858367,F,0,0,0,1,0,0,0,0,0.0,0.0,0.21183608039741933,0.1
CoRoT-36 b,CoRoT-36,1,1,2022.0,Transit,15.80466279,216.12331676,0.25,5.616531,0.066,0.0,85.83,1567.0,1.01,4.98,2455662.52236,98.461,6730.0,1.52,1.32,0.81257,-0.1,4.16,2.1,925.958,13.126,11.859,6.4948630796442215,0.40675794557443357,9.51952987751773e-05,0.017828773168547522,0.0929104477610207,0.03817042984773404,F,0,0,0,1,0,0,0,0,0.0,0.0,0.21238797134507167,0.1
CoRoT-4 b,CoRoT-4,1,1,2008.0,Transit,13.34,228.83,0.525,9.20205,0.09,0.0,90.0,1074.0,1.38123234,4.4317333,2454141.36416,203.9517,6190.0,1.17,1.16,0.18482,0.05,4.41,1.0,726.412,13.652,12.619,1.5304530105203522,0.2605874803922573,0.0007002171897314831,0.02438185948804169,0.08268159141775619,0.027237456379239088,F,0,0,0,1,0,0,0,0,0.0,0.0,0.3014599503937052,0.1
CoRoT-5 b,CoRoT-5,1,1,2009.0,Transit,15.558,148.42,0.217,4.0378962,0.04947,0.09,85.83,1438.0,1.461,2.9331124,2454400.19885,786.2949,6100.0,1.186,1.0,0.18,-0.25,4.19,6.9,882.472,14.043,12.871,1.5135612484362082,0.17779296348650123,0.0001470526311839358,0.02578993821707716,0.054722246268554625,0.020315244570859595,F,0,0,0,1,0,0,0,0,0.0,0.0,0.20635518981942602,0.1
CoRoT-6 b,CoRoT-6,1,1,2009.0,Transit,13.068,940.74,2.32,8.886593,0.0855,0.1,89.07,1017.0,,4.08,2454595.6144,98.461,6090.0,1.025,1.05,0.02573,-0.2,4.43,2.5,645.294,13.961,12.518,1.0610357083552306,0.0,0.0015758822575716726,0.0,0.07611940298493261,0.00047276467727150177,F,0,0,0,1,0,0,0,0,0.0,0.0,0.4731569028501854,0.1
CoRoT-7 b,CoRoT-7,1,3,2009.0,Transit,1.68135,4.07660518,9.355,0.85359163,0.017016,0.0,80.1,1756.0,0.035,1.059,2454398.07756,98.461,5275.0,0.83,0.82,-0.28938,0.05,4.5,1.8,159.906,11.728,10.301,0.5135940691847102,0.02729706943164294,0.20208638994740724,0.0006178287731674884,0.0197574626865303,0.06306984713847352,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6326875060711922,1.0
CoRoT-7 c,CoRoT-7,1,3,2009.0,Radial Velocity,2.83,8.4,2.04,3.698,0.046,0.0,80.0,1004.8624801086886,,,2454445.0,98.461,5256.0,0.864273,0.899,-0.28938,0.06,4.51853,1.8,159.906,11.728,10.301,0.5135940691847102,0.0,0.20208638994740724,0.0,0.01865671641787564,0.06062591698422217,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5875201938058021,0.1
CoRoT-8 b,CoRoT-8,1,1,2010.0,Transit,6.39,69.92,1.6,6.21229,0.063,0.0,88.4,870.0,0.651,2.74,2454238.9743,98.461,5080.0,0.77,0.88,-0.4,0.3,4.58,3.0,322.037,14.792,12.154,0.3981071705534972,0.14820275260683674,0.03994027762368393,0.011491615180915285,0.05111940298497926,0.026878256504071482,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4984415997043297,0.1
CoRoT-9 b,CoRoT-9,2,1,2009.0,Transit,11.948794,266.9772,0.86,95.272656,0.4021,0.133,89.9,420.0,1.55,8.268,2455365.52723,98.461,5625.0,0.96,0.96,-0.25426,-0.01,4.54,6.0,412.98,13.637,12.175,0.556852277186134,0.6012179413017964,0.016086095720031963,0.027360988525988773,0.1542537313429958,0.061404051223674934,G,0,0,0,0,1,0,0,0,0.0,0.0,0.41882907820938037,0.1
DE CVn b,DE CVn,2,1,2018.0,Eclipse Timing Variations,12.4,3823.27330161,11.0,4098.1,5.75,0.0,86.0,42.904340617691986,,,,98.461,3579.0,0.424754,0.51,-1.57398,0.0205,4.80413,3.98,30.5225,12.956,9.392,0.026669814807295272,0.0,0.7369575402894257,0.0,0.01865671641787564,0.22108726208682772,M,0,0,0,0,0,0,1,0,0.0,0.0,0.4402990403558471,0.1
